Pager usage is off.
Timing is on.
 l_orderkey |   revenue   | o_orderdate | o_shippriority 
    4440803 | 122341.0894 | 1994-12-15  |              0
    4487527 | 122340.0843 | 1994-12-08  |              0
     724294 | 122261.1863 | 1994-12-02  |              0
    5228674 | 122254.7634 | 1995-02-11  |              0
     228901 | 122234.5119 | 1995-01-26  |              0
    2814241 | 122229.0540 | 1995-02-24  |              0
    5914502 | 122217.5056 | 1995-02-22  |              0
    2367014 | 122199.2702 | 1995-01-19  |              0
    5851971 | 122199.1902 | 1995-02-20  |              0
    3288192 | 122198.6208 | 1995-01-20  |              0
    2825473 | 122188.9446 | 1995-01-11  |              0
     574918 | 122160.4654 | 1995-02-10  |              0
    1536901 | 122149.2705 | 1995-03-08  |              0
     514979 | 122134.7078 | 1995-02-23  |              0
     459878 | 122119.1100 | 1995-01-19  |              0
     789223 | 122112.6948 | 1995-01-16  |              0
    3104514 | 122025.2713 | 1995-01-07  |              0
    4115553 | 122024.5764 | 1995-02-02  |              0
     307685 | 121992.9658 | 1995-01-25  |              0
    3134854 | 121983.5685 | 1994-12-21  |              0
    1960224 | 121973.7744 | 1995-01-26  |              0
    5703269 | 121954.1616 | 1995-01-15  |              0
    3721185 | 121942.1020 | 1995-02-07  |              0
    3644257 | 121923.2068 | 1995-01-30  |              0
    1362308 | 121888.6258 | 1995-02-11  |              0
    5279842 | 121880.1118 | 1995-01-05  |              0
    2937282 | 121833.8584 | 1995-02-04  |              0
    4328935 | 121802.1356 | 1995-02-14  |              0
     929027 | 121793.3546 | 1995-03-05  |              0
    3810499 | 121792.3980 | 1995-01-23  |              0
    3560645 | 121741.7272 | 1994-12-17  |              0
    5694401 | 121716.9187 | 1995-02-10  |              0
     178311 | 121679.8647 | 1995-02-04  |              0
    5013890 | 121668.0820 | 1995-01-15  |              0
    1078114 | 121623.0060 | 1995-02-14  |              0
    1971490 | 121593.3704 | 1995-01-08  |              0
    1973890 | 121566.1581 | 1995-02-15  |              0
    2056385 | 121528.7970 | 1995-01-12  |              0
    3484355 | 121516.0360 | 1995-02-25  |              0
    2019973 | 121506.2784 | 1994-12-14  |              0
    2974439 | 121478.1528 | 1995-02-13  |              0
    4155552 | 121424.8258 | 1994-12-21  |              0
      64199 | 121420.9036 | 1995-02-15  |              0
    3511557 | 121411.6407 | 1994-12-15  |              0
    5259911 | 121388.4448 | 1995-03-10  |              0
    5012387 | 121301.6037 | 1995-01-18  |              0
    5826977 | 121297.4862 | 1995-01-26  |              0
    4982439 | 121268.2038 | 1995-02-21  |              0
     403268 | 121257.3760 | 1995-02-06  |              0
    1192994 | 121239.2712 | 1995-02-03  |              0
    5768359 | 121169.2585 | 1995-02-25  |              0
    5793062 | 121111.0430 | 1995-02-06  |              0
    3200164 | 121103.1360 | 1994-12-27  |              0
    4508071 | 121075.4925 | 1995-03-14  |              0
    3938402 | 121053.1856 | 1995-02-21  |              0
    4639236 | 121028.4900 | 1995-01-17  |              0
    5338660 | 121000.3513 | 1995-01-12  |              0
    4995265 | 120969.5804 | 1995-03-13  |              0
    3767942 | 120904.7584 | 1995-02-26  |              0
     175140 | 120892.6080 | 1995-01-09  |              0
     255297 | 120885.6738 | 1995-01-22  |              0
    2471586 | 120864.4402 | 1995-03-09  |              0
    3275015 | 120825.6372 | 1995-01-09  |              0
     977988 | 120814.0286 | 1994-12-04  |              0
    2064834 | 120802.1774 | 1995-03-05  |              0
    2587968 | 120785.3864 | 1995-03-07  |              0
     380165 | 120780.1164 | 1995-01-20  |              0
     710341 | 120730.0485 | 1995-02-06  |              0
    1171206 | 120729.1914 | 1995-02-17  |              0
    4116195 | 120699.3493 | 1995-01-01  |              0
    2181764 | 120697.0016 | 1995-02-09  |              0
     952321 | 120690.4116 | 1995-02-03  |              0
    1281824 | 120689.8750 | 1995-02-15  |              0
    4086755 | 120668.1415 | 1995-02-06  |              0
    5611776 | 120668.0750 | 1995-01-04  |              0
    2439265 | 120570.3394 | 1995-02-22  |              0
    3296423 | 120537.7775 | 1995-02-16  |              0
    1800164 | 120510.6404 | 1994-12-25  |              0
    1149959 | 120491.5808 | 1995-02-27  |              0
    4723302 | 120486.3582 | 1995-01-22  |              0
    4605892 | 120472.9939 | 1994-12-26  |              0
     659559 | 120439.5036 | 1995-01-02  |              0
    1448805 | 120423.1544 | 1995-01-11  |              0
     242050 | 120414.1465 | 1995-02-06  |              0
    5503905 | 120372.0930 | 1995-03-10  |              0
     835206 | 120339.4217 | 1995-02-10  |              0
    3023777 | 120325.2892 | 1995-01-13  |              0
    2346819 | 120322.1424 | 1994-12-13  |              0
    2861187 | 120314.7476 | 1995-01-30  |              0
    1409797 | 120287.4990 | 1995-02-17  |              0
    1841793 | 120282.7016 | 1995-02-16  |              0
     388418 | 120279.5875 | 1995-02-03  |              0
    2220486 | 120251.5040 | 1995-01-16  |              0
    3756768 | 120231.3396 | 1994-12-16  |              0
    5073219 | 120210.0024 | 1995-02-07  |              0
    1176324 | 120199.6431 | 1994-12-07  |              0
    2485092 | 120175.8453 | 1994-11-28  |              0
     502855 | 120163.2278 | 1994-12-26  |              0
    5005186 | 120160.0932 | 1995-01-21  |              0
     966245 | 120156.2968 | 1995-01-06  |              0
     744583 | 120114.4033 | 1995-03-06  |              0
    4673638 | 120110.1210 | 1995-01-16  |              0
    2998215 | 120100.3161 | 1995-01-14  |              0
    5491524 | 120099.9331 | 1995-02-25  |              0
    2452065 | 120066.9066 | 1995-01-23  |              0
    3607783 | 119996.8920 | 1995-01-31  |              0
    2845891 | 119994.8442 | 1995-01-21  |              0
    5322022 | 119984.8630 | 1995-03-03  |              0
    3170849 | 119955.8023 | 1995-02-10  |              0
    4493606 | 119928.9663 | 1995-02-12  |              0
    2200964 | 119922.3658 | 1995-02-20  |              0
     779463 | 119912.2960 | 1994-12-21  |              0
    2034181 | 119893.8552 | 1995-02-03  |              0
    5185381 | 119888.0391 | 1995-01-27  |              0
    3523332 | 119873.2600 | 1995-02-28  |              0
    1622945 | 119815.0864 | 1994-12-25  |              0
    5857058 | 119807.2362 | 1995-03-08  |              0
     747331 | 119804.2493 | 1995-01-03  |              0
      85507 | 119795.6446 | 1995-02-19  |              0
    1762758 | 119776.1131 | 1994-12-28  |              0
    1386019 | 119762.5260 | 1995-02-05  |              0
    5919367 | 119729.9860 | 1995-01-28  |              0
    2563681 | 119718.4279 | 1995-01-26  |              0
    3744707 | 119695.1385 | 1995-03-09  |              0
     621127 | 119692.6728 | 1995-01-10  |              0
     102240 | 119681.2944 | 1994-12-17  |              0
     370085 | 119680.2956 | 1995-02-27  |              0
    1777538 | 119678.0298 | 1994-12-05  |              0
    2681633 | 119589.9091 | 1995-01-25  |              0
    2252678 | 119554.9668 | 1995-03-03  |              0
    4605538 | 119551.7694 | 1995-03-07  |              0
    4461093 | 119450.9546 | 1995-03-02  |              0
    4789028 | 119441.5698 | 1995-02-27  |              0
    4518145 | 119413.0765 | 1995-02-08  |              0
    4223171 | 119411.8763 | 1995-03-08  |              0
     253315 | 119400.0874 | 1994-12-02  |              0
    5059329 | 119398.4167 | 1995-01-01  |              0
     441252 | 119396.1559 | 1994-12-18  |              0
    5446593 | 119383.2810 | 1995-03-06  |              0
     590085 | 119363.3777 | 1995-02-27  |              0
    4065543 | 119333.4200 | 1995-02-28  |              0
    4826050 | 119331.6835 | 1995-01-30  |              0
    4131303 | 119330.6023 | 1994-12-30  |              0
    3349191 | 119298.3380 | 1995-01-14  |              0
    2510822 | 119292.3398 | 1995-02-06  |              0
    1226757 | 119204.7648 | 1995-02-11  |              0
    5052226 | 119202.9360 | 1995-03-05  |              0
    4274693 | 119164.7751 | 1995-03-14  |              0
    1904197 | 119136.5947 | 1995-02-13  |              0
    2715458 | 119126.0261 | 1995-03-07  |              0
    5685575 | 119121.7920 | 1995-02-26  |              0
    5536161 | 119095.7619 | 1995-03-02  |              0
    5813092 | 119041.2069 | 1995-01-08  |              0
    1077632 | 119034.7904 | 1995-02-01  |              0
    3216260 | 119024.0815 | 1995-02-26  |              0
    4460711 | 119003.6631 | 1995-02-12  |              0
    4550822 | 119000.3554 | 1994-12-09  |              0
    2759555 | 118992.6672 | 1994-12-09  |              0
    1225280 | 118973.4009 | 1994-12-08  |              0
    2841957 | 118959.6810 | 1994-12-28  |              0
    1506662 | 118925.1242 | 1995-02-08  |              0
    5062976 | 118918.5260 | 1995-03-12  |              0
    3465123 | 118911.9359 | 1995-01-07  |              0
    1112743 | 118893.1169 | 1995-01-11  |              0
    5034114 | 118881.2838 | 1994-12-23  |              0
    4841858 | 118873.3950 | 1995-01-16  |              0
    2158375 | 118864.4084 | 1995-01-24  |              0
     810759 | 118823.5678 | 1995-02-15  |              0
     883397 | 118803.5960 | 1994-12-22  |              0
     716451 | 118769.5711 | 1995-02-22  |              0
    2191043 | 118763.1662 | 1994-12-16  |              0
    5355365 | 118740.8877 | 1995-02-20  |              0
    1666468 | 118666.6920 | 1995-02-24  |              0
    1354403 | 118664.7259 | 1994-12-21  |              0
     418274 | 118636.6254 | 1995-01-22  |              0
    1931072 | 118612.7253 | 1994-12-10  |              0
    4103490 | 118592.9771 | 1995-02-05  |              0
    5724038 | 118564.8199 | 1994-12-18  |              0
    4464900 | 118523.8222 | 1995-02-25  |              0
    5194372 | 118469.7016 | 1995-02-04  |              0
    2184004 | 118459.6334 | 1995-02-22  |              0
    2026531 | 118438.2222 | 1995-02-26  |              0
    3568676 | 118422.1956 | 1995-02-05  |              0
    4118080 | 118395.3970 | 1995-02-06  |              0
    5336455 | 118392.2956 | 1995-03-05  |              0
    3315399 | 118391.1906 | 1995-02-12  |              0
     251205 | 118366.0664 | 1995-02-18  |              0
    4319527 | 118356.0948 | 1994-12-24  |              0
    2839111 | 118351.3239 | 1995-01-28  |              0
    5844418 | 118328.1852 | 1995-01-21  |              0
    4845958 | 118259.4461 | 1995-01-25  |              0
    2480772 | 118256.1711 | 1995-01-30  |              0
    2887844 | 118254.9104 | 1994-12-23  |              0
     715687 | 118232.6566 | 1995-01-15  |              0
    1017216 | 118231.6432 | 1995-02-16  |              0
    4220199 | 118221.1739 | 1995-02-24  |              0
    1434631 | 118217.6520 | 1995-02-23  |              0
    3801312 | 118198.1132 | 1995-01-24  |              0
    4151073 | 118169.3150 | 1995-03-10  |              0
    2333633 | 118160.5408 | 1995-03-13  |              0
    2701184 | 118133.7646 | 1995-02-02  |              0
     498723 | 118112.4126 | 1994-12-23  |              0
    3333444 | 118110.5958 | 1995-02-16  |              0
    2919328 | 118103.5544 | 1995-02-14  |              0
    5784480 | 118102.2352 | 1994-12-30  |              0
    4538855 | 118074.0870 | 1995-02-19  |              0
    1252738 | 118066.8696 | 1995-01-14  |              0
     229472 | 118027.2832 | 1995-02-05  |              0
    1386438 | 118021.4274 | 1995-02-01  |              0
    3505797 | 118010.3904 | 1995-02-03  |              0
     901347 | 117991.4442 | 1995-01-16  |              0
    4287681 | 117966.4794 | 1995-01-06  |              0
    5276256 | 117963.4428 | 1995-01-21  |              0
     862853 | 117961.4180 | 1995-01-07  |              0
    1700385 | 117904.4100 | 1995-01-21  |              0
     259461 | 117886.3711 | 1995-02-18  |              0
    4386277 | 117862.0504 | 1995-01-16  |              0
    5495269 | 117857.8645 | 1995-01-02  |              0
    5804389 | 117850.0212 | 1995-01-20  |              0
    1456994 | 117810.3648 | 1995-02-23  |              0
    3895335 | 117804.4340 | 1995-02-14  |              0
    1421408 | 117803.0263 | 1995-01-29  |              0
    4637798 | 117799.1744 | 1995-02-15  |              0
    5696961 | 117797.5446 | 1995-03-01  |              0
    2024964 | 117790.4430 | 1995-01-25  |              0
     759106 | 117784.6250 | 1994-12-12  |              0
    2337379 | 117765.4398 | 1994-11-29  |              0
    4048869 | 117763.3197 | 1995-01-10  |              0
    2897730 | 117740.6769 | 1995-01-17  |              0
    3926400 | 117716.8702 | 1995-01-19  |              0
    5230053 | 117668.3076 | 1995-02-10  |              0
    2665125 | 117652.0542 | 1995-01-04  |              0
    3645219 | 117630.6687 | 1995-01-16  |              0
    2249540 | 117630.0536 | 1995-02-18  |              0
    3277254 | 117626.4100 | 1995-03-06  |              0
     216002 | 117529.7310 | 1995-03-03  |              0
    2552320 | 117509.9552 | 1995-01-03  |              0
    1241284 | 117501.4401 | 1995-02-08  |              0
    3438886 | 117425.7027 | 1995-02-27  |              0
    5889253 | 117392.4459 | 1995-03-02  |              0
    5901250 | 117373.2007 | 1995-02-17  |              0
    4487750 | 117364.8615 | 1995-02-23  |              0
    1161573 | 117357.0162 | 1995-02-28  |              0
    2606021 | 117324.3052 | 1995-01-20  |              0
    3017474 | 117284.2972 | 1995-01-29  |              0
    4806403 | 117278.1120 | 1995-01-16  |              0
    2511459 | 117266.6186 | 1995-02-04  |              0
    1921351 | 117259.4448 | 1995-02-22  |              0
    3471969 | 117230.5864 | 1995-01-18  |              0
    2517191 | 117212.0685 | 1995-02-11  |              0
    5063201 | 117192.5935 | 1994-12-14  |              0
    2613606 | 117173.9169 | 1994-12-25  |              0
    3230726 | 117170.8374 | 1995-02-23  |              0
    4779267 | 117136.6389 | 1995-02-18  |              0
    1379427 | 117102.8091 | 1994-12-12  |              0
    4284932 | 117040.1107 | 1994-12-22  |              0
     603265 | 117013.1186 | 1995-01-28  |              0
    4239491 | 117010.6352 | 1995-01-23  |              0
    5597569 | 116974.4439 | 1995-02-27  |              0
    3087683 | 116950.1788 | 1995-01-09  |              0
    5469668 | 116920.1953 | 1994-12-24  |              0
    1904071 | 116907.8008 | 1995-01-06  |              0
    3822311 | 116882.3187 | 1995-02-19  |              0
    4149153 | 116868.9666 | 1995-02-26  |              0
    2026147 | 116860.4748 | 1995-02-28  |              0
    4721607 | 116843.3232 | 1995-02-03  |              0
    4166629 | 116835.7185 | 1995-03-01  |              0
    4062534 | 116827.6503 | 1995-03-01  |              0
    3274464 | 116822.2293 | 1995-02-02  |              0
    4173827 | 116819.4726 | 1994-12-20  |              0
    5614437 | 116745.7199 | 1995-02-06  |              0
    4112000 | 116743.4757 | 1995-03-04  |              0
    3184261 | 116651.7054 | 1995-03-13  |              0
    1154214 | 116649.8760 | 1995-01-31  |              0
    1280935 | 116645.8647 | 1995-01-04  |              0
     191776 | 116612.1446 | 1995-02-24  |              0
    4360354 | 116602.5220 | 1994-12-14  |              0
    1576775 | 116522.4128 | 1994-12-10  |              0
    5113446 | 116514.6182 | 1995-01-24  |              0
    5370688 | 116504.3744 | 1995-01-31  |              0
    4205473 | 116480.4198 | 1995-02-19  |              0
    1348579 | 116465.0361 | 1994-12-11  |              0
    1730727 | 116462.7804 | 1995-03-04  |              0
     501796 | 116446.6604 | 1994-12-31  |              0
    4728834 | 116445.9028 | 1995-01-16  |              0
     855396 | 116438.5617 | 1995-02-07  |              0
    1835491 | 116399.3864 | 1995-01-31  |              0
     499683 | 116365.0425 | 1994-12-27  |              0
     476352 | 116292.7205 | 1995-01-08  |              0
    1406915 | 116287.6346 | 1995-02-11  |              0
    5643200 | 116242.7445 | 1995-02-11  |              0
    3018432 | 116211.6071 | 1995-01-08  |              0
    5817830 | 116206.5159 | 1995-01-21  |              0
    1777729 | 116188.6059 | 1995-02-08  |              0
    3857733 | 116172.6777 | 1995-03-07  |              0
    4208065 | 116145.1299 | 1995-01-09  |              0
    2696391 | 116115.0144 | 1995-02-27  |              0
     689509 | 116098.2181 | 1994-11-29  |              0
    3037157 | 116093.3616 | 1995-01-25  |              0
    4397575 | 116077.8834 | 1994-12-30  |              0
    2731970 | 116063.9748 | 1995-03-04  |              0
     464806 | 116029.0170 | 1995-01-14  |              0
    5582752 | 116022.3075 | 1995-03-06  |              0
    2796224 | 116002.4316 | 1995-03-12  |              0
    4589927 | 115995.3928 | 1995-01-04  |              0
    4557794 | 115989.6336 | 1995-02-12  |              0
    1111782 | 115979.7909 | 1995-01-11  |              0
    4942496 | 115962.1864 | 1995-03-03  |              0
    1520551 | 115960.2467 | 1995-02-07  |              0
    5671456 | 115951.1680 | 1995-01-03  |              0
     189377 | 115947.1008 | 1995-01-07  |              0
    1537762 | 115936.0160 | 1994-12-13  |              0
    3266562 | 115925.1636 | 1995-03-11  |              0
    1355491 | 115924.5924 | 1995-03-10  |              0
    5144420 | 115919.7224 | 1995-03-02  |              0
    4509030 | 115873.4056 | 1995-02-22  |              0
    5673285 | 115870.4866 | 1995-02-22  |              0
    4918881 | 115857.7900 | 1995-01-26  |              0
    5518917 | 115855.9974 | 1995-02-03  |              0
    3653188 | 115846.3520 | 1995-03-01  |              0
    3576677 | 115837.2784 | 1995-02-22  |              0
     567399 | 115831.0522 | 1994-12-27  |              0
    3882340 | 115789.5918 | 1995-01-27  |              0
    2355525 | 115788.7470 | 1995-02-15  |              0
    4990916 | 115784.6854 | 1995-01-28  |              0
    5457312 | 115741.4645 | 1995-02-03  |              0
    2187399 | 115736.0014 | 1995-01-13  |              0
     257344 | 115681.2765 | 1995-01-23  |              0
    3245826 | 115631.0696 | 1994-12-29  |              0
     347847 | 115616.3406 | 1994-12-29  |              0
    5262118 | 115592.5339 | 1995-01-01  |              0
    1299392 | 115578.6165 | 1995-02-13  |              0
    1698016 | 115567.6989 | 1995-02-25  |              0
     447175 | 115561.3146 | 1995-03-10  |              0
    3873989 | 115533.4685 | 1995-02-27  |              0
    2433380 | 115500.8862 | 1995-02-07  |              0
    4473666 | 115497.6982 | 1995-02-28  |              0
    4043973 | 115466.6639 | 1994-12-24  |              0
     514246 | 115447.5850 | 1995-03-03  |              0
    2418305 | 115411.1750 | 1995-01-05  |              0
    4442310 | 115393.5536 | 1994-12-09  |              0
    4338084 | 115344.4432 | 1995-02-18  |              0
    1457476 | 115251.4302 | 1995-03-08  |              0
    3848640 | 115247.0200 | 1995-01-04  |              0
    1749157 | 115224.4518 | 1994-12-27  |              0
    2390244 | 115191.3000 | 1995-02-02  |              0
    2454631 | 115136.1264 | 1995-02-16  |              0
    3317825 | 115122.6684 | 1995-01-28  |              0
     998791 | 115103.2540 | 1994-12-09  |              0
    5524420 | 115010.6276 | 1994-12-29  |              0
    3132098 | 115010.4690 | 1995-02-19  |              0
    3816902 | 115008.2314 | 1994-12-18  |              0
     976001 | 114999.3278 | 1995-01-03  |              0
    5572067 | 114989.9055 | 1995-01-16  |              0
     446913 | 114972.3218 | 1995-03-11  |              0
    1864545 | 114952.6496 | 1995-01-25  |              0
     260838 | 114952.0828 | 1995-01-27  |              0
    3013253 | 114948.0542 | 1995-02-15  |              0
    4122599 | 114937.3684 | 1995-03-07  |              0
    3669123 | 114886.4613 | 1995-01-23  |              0
    2738048 | 114845.7725 | 1995-01-30  |              0
    4947236 | 114834.7033 | 1995-01-04  |              0
     574629 | 114810.9400 | 1995-01-21  |              0
    2916738 | 114795.1019 | 1995-02-20  |              0
    3147847 | 114689.2285 | 1995-03-12  |              0
    3984928 | 114670.9960 | 1995-01-09  |              0
    5520000 | 114645.8880 | 1994-12-07  |              0
    1504741 | 114635.0084 | 1995-01-04  |              0
     959399 | 114633.9090 | 1995-02-08  |              0
    3992833 | 114631.3631 | 1995-02-13  |              0
    5462852 | 114612.9006 | 1995-01-11  |              0
    5697408 | 114601.5530 | 1995-01-07  |              0
    4816487 | 114581.9965 | 1994-12-02  |              0
     362214 | 114574.9365 | 1994-12-29  |              0
    5181477 | 114548.3388 | 1995-02-27  |              0
    1466626 | 114510.7782 | 1994-12-17  |              0
    3893158 | 114503.7246 | 1995-03-03  |              0
      66150 | 114494.5152 | 1995-01-19  |              0
    1016609 | 114491.7130 | 1995-03-08  |              0
    3696896 | 114440.0424 | 1995-01-27  |              0
    5222310 | 114404.8192 | 1994-12-18  |              0
    3864544 | 114404.7348 | 1995-02-22  |              0
    4393762 | 114380.5432 | 1994-12-09  |              0
     471616 | 114361.4036 | 1995-02-16  |              0
    1339556 | 114355.6341 | 1995-02-11  |              0
     164576 | 114308.9088 | 1995-03-10  |              0
     809312 | 114299.8565 | 1995-02-27  |              0
     682693 | 114275.7209 | 1995-01-17  |              0
    4351845 | 114272.9532 | 1995-01-28  |              0
    3351300 | 114266.4702 | 1995-03-13  |              0
    3496897 | 114228.1715 | 1995-03-11  |              0
    4204996 | 114199.5932 | 1995-02-09  |              0
     481536 | 114149.8920 | 1995-01-18  |              0
     715686 | 114139.0350 | 1995-03-06  |              0
    1794405 | 114131.3488 | 1995-02-06  |              0
     177056 | 114111.1080 | 1994-12-23  |              0
    3315076 | 114102.9071 | 1995-02-25  |              0
    3011908 | 114090.1020 | 1995-02-24  |              0
     581796 | 114073.9015 | 1995-03-07  |              0
    5565472 | 114064.8096 | 1995-01-08  |              0
    2143908 | 113985.3630 | 1995-03-03  |              0
    5326565 | 113980.0895 | 1995-03-12  |              0
    3956231 | 113964.0741 | 1994-12-20  |              0
    1200677 | 113956.6945 | 1995-03-09  |              0
    1561671 | 113947.4400 | 1995-01-01  |              0
    1120064 | 113943.7584 | 1995-02-21  |              0
    3963104 | 113866.9997 | 1995-01-10  |              0
     819879 | 113785.6480 | 1994-12-04  |              0
    1173636 | 113779.2887 | 1995-03-04  |              0
    2956579 | 113732.6760 | 1995-02-25  |              0
    3833347 | 113730.2531 | 1995-01-16  |              0
    2807940 | 113665.7803 | 1995-02-07  |              0
    1999200 | 113665.6084 | 1995-01-01  |              0
    5764485 | 113647.3734 | 1995-01-01  |              0
    4354752 | 113644.3844 | 1995-02-11  |              0
    1030884 | 113624.9709 | 1995-01-28  |              0
    4771266 | 113612.0766 | 1995-02-08  |              0
    3648545 | 113605.8732 | 1995-02-14  |              0
    5667366 | 113596.5360 | 1995-01-11  |              0
    2557664 | 113582.1126 | 1995-03-01  |              0
    3472065 | 113567.3122 | 1994-12-22  |              0
      89383 | 113565.9465 | 1995-01-29  |              0
    2252291 | 113554.2978 | 1995-01-31  |              0
    4763238 | 113539.3382 | 1995-01-23  |              0
    4554790 | 113529.0064 | 1995-02-09  |              0
    3446432 | 113503.3146 | 1994-12-06  |              0
    4832583 | 113492.1114 | 1995-02-24  |              0
    5077664 | 113490.2250 | 1995-02-20  |              0
      59809 | 113490.0528 | 1995-03-09  |              0
    2930721 | 113473.0963 | 1995-03-03  |              0
     644517 | 113468.4737 | 1995-03-12  |              0
     490912 | 113449.4460 | 1995-03-11  |              0
     212709 | 113406.2580 | 1994-12-23  |              0
    2711874 | 113401.9992 | 1995-01-17  |              0
    2771200 | 113400.9984 | 1995-02-04  |              0
    2655585 | 113400.3322 | 1995-01-21  |              0
    3772290 | 113382.3222 | 1995-02-19  |              0
    3026722 | 113356.9393 | 1995-01-17  |              0
    1459874 | 113345.8800 | 1995-01-17  |              0
    2355873 | 113306.4393 | 1995-01-15  |              0
    1655969 | 113305.6776 | 1995-01-29  |              0
    2112609 | 113304.5450 | 1995-02-28  |              0
    4402693 | 113292.1040 | 1995-01-22  |              0
    3269379 | 113283.9350 | 1995-01-22  |              0
    2174502 | 113282.1324 | 1995-03-13  |              0
    4645158 | 113277.5641 | 1995-01-30  |              0
    5847718 | 113273.0222 | 1995-02-12  |              0
     666944 | 113211.9076 | 1995-01-30  |              0
    1209505 | 113168.3546 | 1995-02-07  |              0
    5771747 | 113140.8405 | 1995-01-20  |              0
    3581218 | 113085.0424 | 1995-03-10  |              0
    3753120 | 113080.5826 | 1995-02-17  |              0
    3877764 | 113054.6144 | 1994-12-18  |              0
    1225539 | 113054.2884 | 1994-12-18  |              0
     136551 | 113028.2799 | 1995-01-01  |              0
    1460197 | 113013.6115 | 1995-03-05  |              0
    1069509 | 112971.3000 | 1995-02-16  |              0
    3094627 | 112966.0044 | 1995-01-30  |              0
    2925506 | 112941.6675 | 1995-01-23  |              0
     131463 | 112910.1584 | 1995-02-20  |              0
     420231 | 112903.9934 | 1995-03-11  |              0
    5031302 | 112887.1560 | 1995-01-20  |              0
    3678373 | 112877.6674 | 1995-01-22  |              0
    2484487 | 112838.0332 | 1995-03-12  |              0
    2316193 | 112826.0826 | 1995-01-31  |              0
    5438596 | 112820.5841 | 1995-03-10  |              0
    1168197 | 112794.4704 | 1994-12-22  |              0
    1840388 | 112781.1580 | 1995-02-09  |              0
    2397857 | 112758.6830 | 1995-02-10  |              0
     863296 | 112733.0280 | 1995-01-16  |              0
    2261409 | 112720.8234 | 1995-02-04  |              0
    3360197 | 112707.2790 | 1995-02-07  |              0
    4943332 | 112595.0738 | 1995-01-06  |              0
    3111905 | 112594.4764 | 1995-02-16  |              0
    3588806 | 112586.0508 | 1995-01-23  |              0
    1577478 | 112576.4582 | 1995-03-06  |              0
    2781634 | 112558.0286 | 1995-01-13  |              0
    4759908 | 112484.1350 | 1994-12-29  |              0
    5644418 | 112474.2255 | 1995-01-04  |              0
     700870 | 112399.2620 | 1995-02-16  |              0
    4263681 | 112380.9878 | 1995-02-09  |              0
    3201479 | 112280.0136 | 1995-03-06  |              0
    5058977 | 112275.5904 | 1995-01-25  |              0
    4140839 | 112272.2092 | 1995-01-19  |              0
     433793 | 112250.3186 | 1995-01-12  |              0
    4952386 | 112241.6600 | 1995-03-04  |              0
    3241856 | 112231.0128 | 1995-02-01  |              0
    1728131 | 112210.7088 | 1995-02-28  |              0
    4484038 | 112198.4577 | 1995-02-27  |              0
    5753380 | 112167.0711 | 1995-03-14  |              0
    1540773 | 112158.0536 | 1994-12-25  |              0
    3650084 | 112137.2770 | 1995-01-27  |              0
    3859431 | 112134.3741 | 1994-12-27  |              0
    5450276 | 112083.4016 | 1995-02-25  |              0
    1459906 | 112044.5382 | 1995-01-06  |              0
    4819456 | 112035.0700 | 1994-11-21  |              0
    2480064 | 112031.9573 | 1995-02-25  |              0
    1663590 | 112022.3864 | 1995-01-19  |              0
    3097281 | 112020.3399 | 1994-12-27  |              0
    2683846 | 112011.1536 | 1995-02-24  |              0
    1769318 | 112005.5958 | 1995-02-08  |              0
    3218945 | 111998.3010 | 1995-02-22  |              0
    4892455 | 111994.5020 | 1995-01-13  |              0
    4298150 | 111990.2742 | 1995-02-07  |              0
    3572162 | 111889.5168 | 1995-02-03  |              0
    2361539 | 111834.9848 | 1994-12-12  |              0
    2916615 | 111831.5892 | 1995-02-23  |              0
     927490 | 111798.5844 | 1995-02-20  |              0
    1460291 | 111788.2595 | 1995-03-08  |              0
    4803781 | 111781.1485 | 1995-03-05  |              0
    4957474 | 111752.4992 | 1995-02-01  |              0
     984386 | 111752.2101 | 1995-02-15  |              0
    3349442 | 111689.4748 | 1994-11-23  |              0
    3692135 | 111678.8184 | 1995-02-10  |              0
    1526849 | 111663.0949 | 1995-01-10  |              0
      75169 | 111658.8047 | 1995-01-23  |              0
    3220418 | 111647.5480 | 1995-02-28  |              0
    4676262 | 111606.3192 | 1994-12-05  |              0
    3758947 | 111578.5713 | 1995-01-13  |              0
    3316997 | 111542.7049 | 1995-01-17  |              0
    1464802 | 111522.8011 | 1995-02-18  |              0
    2283078 | 111522.1930 | 1995-02-25  |              0
    3850726 | 111499.7761 | 1995-03-10  |              0
    2628391 | 111448.0004 | 1995-03-04  |              0
    4714727 | 111416.6536 | 1995-01-21  |              0
    1334850 | 111258.9820 | 1994-12-19  |              0
     238341 | 111251.0247 | 1995-01-21  |              0
     316353 | 111217.1312 | 1995-02-01  |              0
    4010279 | 111208.9878 | 1995-01-05  |              0
    4475780 | 111180.2144 | 1995-01-24  |              0
    4889571 | 111144.1076 | 1994-12-14  |              0
    4279682 | 111109.7760 | 1994-12-25  |              0
    4773028 | 111096.4500 | 1995-02-01  |              0
    2672261 | 111087.1747 | 1995-01-13  |              0
     207367 | 111007.4628 | 1995-01-14  |              0
    3092100 | 110949.1712 | 1995-02-17  |              0
    5372256 | 110909.0160 | 1995-01-24  |              0
    3768517 | 110898.3981 | 1995-02-03  |              0
    1872935 | 110872.7880 | 1995-03-01  |              0
    5236291 | 110860.7706 | 1995-02-10  |              0
